HGNC ID	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:7477	mitochondrially encoded tRNA-Cys (UGU/C)	ENSG00000210140
HGNC:7478	mitochondrially encoded tRNA-Asp (GAU/C)	ENSG00000210154
HGNC:7479	mitochondrially encoded tRNA-Glu (GAA/G)	ENSG00000210194
HGNC:7480	mitochondrially encoded transcription terminator	
HGNC:7481	mitochondrially encoded tRNA-Phe (UUU/C)	ENSG00000210049
HGNC:7482	mitochondrially encoded transcription factor binding site H	
HGNC:7483	mitochondrially encoded transcription factor binding site L	
HGNC:7484	mitochondrially encoded transcription factor binding site X	
HGNC:7485	mitochondrially encoded transcription factor binding site Y	
HGNC:7486	mitochondrially encoded tRNA-Gly (GGN)	ENSG00000210164
HGNC:7487	mitochondrially encoded tRNA-His (CAU/C)	ENSG00000210176
HGNC:7488	mitochondrially encoded tRNA-Ile (AUU/C)	ENSG00000210100
HGNC:7489	mitochondrially encoded tRNA-Lys (AAA/G)	ENSG00000210156
HGNC:7490	mitochondrially encoded tRNA-Leu (UUA/G) 1	ENSG00000209082
HGNC:7491	mitochondrially encoded tRNA-Leu (CUN) 2	ENSG00000210191
HGNC:7492	mitochondrially encoded tRNA-Met (AUA/G)	ENSG00000210112
HGNC:7493	mitochondrially encoded tRNA-Asn (AAU/C)	ENSG00000210135
HGNC:7494	mitochondrially encoded tRNA-Pro (CCN)	ENSG00000210196
HGNC:7495	mitochondrially encoded tRNA-Gln (CAA/G)	ENSG00000210107
HGNC:7496	mitochondrially encoded tRNA-Arg (CGN)	ENSG00000210174
HGNC:7497	mitochondrially encoded tRNA-Ser (UCN) 1	ENSG00000210151
HGNC:7498	mitochondrially encoded tRNA-Ser (AGU/C) 2	ENSG00000210184
HGNC:7499	mitochondrially encoded tRNA-Thr (ACN)	ENSG00000210195
HGNC:7500	mitochondrially encoded tRNA-Val (GUN)	ENSG00000210077
HGNC:7501	mitochondrially encoded tRNA-Trp (UGA/G)	ENSG00000210117
HGNC:7502	mitochondrially encoded tRNA-Tyr (UAU/C)	ENSG00000210144
HGNC:7393	metallothionein 1A	ENSG00000205362
HGNC:7394	metallothionein 1B	ENSG00000169688
HGNC:7395	metallothionein 1C, pseudogene	ENSG00000205360
HGNC:7396	metallothionein 1D, pseudogene	ENSG00000205361
HGNC:7397	metallothionein 1E	ENSG00000169715
HGNC:7398	metallothionein 1F	ENSG00000198417
HGNC:7399	metallothionein 1G	ENSG00000125144
HGNC:7400	metallothionein 1H	ENSG00000205358
HGNC:31864	metallothionein 1H like 1	ENSG00000244020
HGNC:7401	metallothionein 1I, pseudogene	ENSG00000275691
HGNC:7402	metallothionein 1J, pseudogene	ENSG00000255986
HGNC:7403	symbol withdrawn, see [HGNC:14296](/data/gene-symbol-report/#!/hgnc_id/HGNC:14296)	
HGNC:7404	metallothionein 1L, pseudogene	ENSG00000260549
HGNC:14296	metallothionein 1M	ENSG00000205364
HGNC:14924	symbol withdrawn, see [HGNC:7402](/data/gene-symbol-report/#!/hgnc_id/HGNC:7402)	
HGNC:23681	metallothionein 1 pseudogene 1	ENSG00000213761
HGNC:16120	metallothionein 1 pseudogene 3	ENSG00000229230
HGNC:14925	symbol withdrawn, see [HGNC:7394](/data/gene-symbol-report/#!/hgnc_id/HGNC:7394)	
HGNC:14961	symbol withdrawn, see [HGNC:7393](/data/gene-symbol-report/#!/hgnc_id/HGNC:7393)	
HGNC:7405	metallothionein 1X	ENSG00000187193
HGNC:7442	metallothionein 1X pseudogene 1	ENSG00000233929
HGNC:7406	metallothionein 2A	ENSG00000125148
HGNC:7407	metallothionein 2 pseudogene 1	ENSG00000162840
HGNC:7408	metallothionein 3	ENSG00000087250
HGNC:18705	metallothionein 4	ENSG00000102891
HGNC:7410	metastasis associated 1	ENSG00000182979
HGNC:7411	metastasis associated 1 family member 2	ENSG00000149480
HGNC:23784	metastasis associated 1 family member 3	ENSG00000057935
HGNC:54535	MTA3 pseudogene 1	ENSG00000228937
HGNC:7412	symbol withdrawn, see [HGNC:12797](/data/gene-symbol-report/#!/hgnc_id/HGNC:12797)	
HGNC:7413	methylthioadenosine phosphorylase	ENSG00000099810
HGNC:42442	methylthioadenosine phosphorylase pseudogene 1	ENSG00000243025
HGNC:42443	methylthioadenosine phosphorylase pseudogene 2	ENSG00000230077
HGNC:26189	mitochondrial amidoxime reducing component 1	ENSG00000186205
HGNC:26064	mitochondrial amidoxime reducing component 2	ENSG00000117791
HGNC:44575	MT-ATP6 pseudogene 1	ENSG00000248527
HGNC:44576	MT-ATP6 pseudogene 2	ENSG00000270307
HGNC:44577	MT-ATP6 pseudogene 3	ENSG00000263483
HGNC:44578	MT-ATP6 pseudogene 4	ENSG00000236590
HGNC:44579	MT-ATP6 pseudogene 5	ENSG00000284167
HGNC:44580	MT-ATP6 pseudogene 6	
HGNC:44581	MT-ATP6 pseudogene 7	ENSG00000232990
HGNC:44582	MT-ATP6 pseudogene 8	ENSG00000283547
HGNC:44583	MT-ATP6 pseudogene 9	ENSG00000248420
HGNC:52056	MT-ATP6 pseudogene 10	ENSG00000283626
HGNC:52057	MT-ATP6 pseudogene 11	ENSG00000228097
HGNC:52082	MT-ATP6 pseudogene 12	
HGNC:52058	MT-ATP6 pseudogene 13	ENSG00000229842
HGNC:52059	MT-ATP6 pseudogene 14	ENSG00000233449
HGNC:52060	MT-ATP6 pseudogene 15	ENSG00000254931
HGNC:52061	MT-ATP6 pseudogene 16	ENSG00000224299
HGNC:52062	MT-ATP6 pseudogene 17	ENSG00000235433
HGNC:52063	MT-ATP6 pseudogene 18	ENSG00000227035
HGNC:52064	MT-ATP6 pseudogene 19	ENSG00000228316
HGNC:52176	MT-ATP6 pseudogene 20	ENSG00000237948
HGNC:52177	MT-ATP6 pseudogene 21	ENSG00000226392
HGNC:52178	MT-ATP6 pseudogene 22	ENSG00000249580
HGNC:52179	MT-ATP6 pseudogene 23	ENSG00000230755
HGNC:52180	MT-ATP6 pseudogene 24	ENSG00000262381
HGNC:52181	MT-ATP6 pseudogene 25	ENSG00000262095
HGNC:52182	MT-ATP6 pseudogene 26	ENSG00000236878
HGNC:52183	MT-ATP6 pseudogene 27	ENSG00000234003
HGNC:52184	MT-ATP6 pseudogene 28	
HGNC:52187	MT-ATP6 pseudogene 29	ENSG00000232179
HGNC:52185	MT-ATP6 pseudogene 30	ENSG00000226998
HGNC:52186	MT-ATP6 pseudogene 31	ENSG00000218776
HGNC:44571	MT-ATP8 pseudogene 1	ENSG00000240409
HGNC:44572	MT-ATP8 pseudogene 2	ENSG00000229604
HGNC:44573	MT-ATP8 pseudogene 3	
HGNC:44574	MT-ATP8 pseudogene 4	
HGNC:7417	MDM2 binding protein	ENSG00000172167
HGNC:7418	symbol withdrawn, see [HGNC:9967](/data/gene-symbol-report/#!/hgnc_id/HGNC:9967)	
HGNC:17586	mitochondrial carrier 1	ENSG00000137409
HGNC:17587	mitochondrial carrier 2	ENSG00000109919
HGNC:29121	microtubule crosslinking factor 1	ENSG00000168502
HGNC:42040	MTCL1 pseudogene 1	ENSG00000226554
HGNC:7420	MT-CO1 pseudogene 1	ENSG00000280243
HGNC:19932	MT-CO1 pseudogene 2	ENSG00000259045
HGNC:39604	MT-CO1 pseudogene 3	ENSG00000228930
HGNC:50350	MT-CO1 pseudogene 4	ENSG00000253556
HGNC:51300	MT-CO1 pseudogene 5	ENSG00000233026
HGNC:52008	MT-CO1 pseudogene 6	ENSG00000240309
HGNC:52009	MT-CO1 pseudogene 7	ENSG00000236211
HGNC:52010	MT-CO1 pseudogene 8	ENSG00000234700
HGNC:52011	MT-CO1 pseudogene 9	ENSG00000251223
HGNC:52012	MT-CO1 pseudogene 10	ENSG00000236692
HGNC:52013	MT-CO1 pseudogene 11	ENSG00000224083
HGNC:52014	MT-CO1 pseudogene 12	ENSG00000237973
HGNC:52015	MT-CO1 pseudogene 13	
HGNC:52016	MT-CO1 pseudogene 14	ENSG00000232551
HGNC:52017	MT-CO1 pseudogene 15	ENSG00000255350
HGNC:52018	MT-CO1 pseudogene 16	
HGNC:52019	MT-CO1 pseudogene 17	ENSG00000223619
HGNC:52020	MT-CO1 pseudogene 18	ENSG00000237910
HGNC:52021	MT-CO1 pseudogene 19	ENSG00000237300
HGNC:52085	MT-CO1 pseudogene 20	ENSG00000233764
HGNC:52086	MT-CO1 pseudogene 21	ENSG00000226960
HGNC:52087	MT-CO1 pseudogene 22	ENSG00000271207
HGNC:52088	MT-CO1 pseudogene 23	ENSG00000235524
HGNC:52089	MT-CO1 pseudogene 24	ENSG00000249448
HGNC:52090	MT-CO1 pseudogene 25	ENSG00000229031
HGNC:52091	MT-CO1 pseudogene 26	
HGNC:52092	MT-CO1 pseudogene 27	ENSG00000232579
HGNC:52093	MT-CO1 pseudogene 28	ENSG00000262118
HGNC:52094	MT-CO1 pseudogene 29	ENSG00000240452
HGNC:52095	MT-CO1 pseudogene 30	ENSG00000248729
HGNC:52096	MT-CO1 pseudogene 31	ENSG00000251476
HGNC:52097	MT-CO1 pseudogene 32	
HGNC:52098	MT-CO1 pseudogene 33	
HGNC:52099	MT-CO1 pseudogene 34	
HGNC:52100	MT-CO1 pseudogene 35	ENSG00000250630
HGNC:52101	MT-CO1 pseudogene 36	
HGNC:52102	MT-CO1 pseudogene 37	
HGNC:52103	MT-CO1 pseudogene 38	ENSG00000283174
HGNC:52104	MT-CO1 pseudogene 39	ENSG00000224254
HGNC:52105	MT-CO1 pseudogene 40	ENSG00000262902
HGNC:52106	MT-CO1 pseudogene 41	
HGNC:52107	MT-CO1 pseudogene 42	ENSG00000230327
HGNC:52108	MT-CO1 pseudogene 43	ENSG00000228898
HGNC:52109	MT-CO1 pseudogene 44	ENSG00000227149
HGNC:52110	MT-CO1 pseudogene 45	ENSG00000232982
HGNC:52111	MT-CO1 pseudogene 46	ENSG00000236007
HGNC:52112	MT-CO1 pseudogene 47	ENSG00000254241
HGNC:52113	MT-CO1 pseudogene 48	ENSG00000237055
HGNC:52114	MT-CO1 pseudogene 49	ENSG00000253916
HGNC:52115	MT-CO1 pseudogene 50	
HGNC:52116	MT-CO1 pseudogene 51	ENSG00000232981
HGNC:52117	MT-CO1 pseudogene 52	ENSG00000229760
HGNC:52118	MT-CO1 pseudogene 53	ENSG00000230916
HGNC:52119	MT-CO1 pseudogene 54	ENSG00000233311
HGNC:52120	MT-CO1 pseudogene 55	ENSG00000241926
HGNC:52121	MT-CO1 pseudogene 56	ENSG00000220340
HGNC:52315	MT-CO1 pseudogene 57	ENSG00000232975
HGNC:16564	MT-CO2 pseudogene 1	ENSG00000229690
HGNC:25354	MT-CO2 pseudogene 2	ENSG00000267541
HGNC:39576	MT-CO2 pseudogene 3	ENSG00000230009
HGNC:50349	MT-CO2 pseudogene 4	ENSG00000253977
HGNC:52124	MT-CO2 pseudogene 5	ENSG00000231766
HGNC:52022	MT-CO2 pseudogene 6	ENSG00000240951
HGNC:52023	MT-CO2 pseudogene 7	ENSG00000230496
HGNC:52024	MT-CO2 pseudogene 8	ENSG00000234234
HGNC:52025	MT-CO2 pseudogene 9	ENSG00000249386
HGNC:52026	MT-CO2 pseudogene 10	ENSG00000284291
HGNC:52027	MT-CO2 pseudogene 11	ENSG00000235917
HGNC:52028	MT-CO2 pseudogene 12	ENSG00000229344
HGNC:52029	MT-CO2 pseudogene 13	
HGNC:52030	MT-CO2 pseudogene 14	
HGNC:52031	MT-CO2 pseudogene 15	ENSG00000255417
HGNC:52032	MT-CO2 pseudogene 16	ENSG00000234842
HGNC:52033	MT-CO2 pseudogene 17	ENSG00000233888
HGNC:52034	MT-CO2 pseudogene 18	ENSG00000234480
HGNC:52035	MT-CO2 pseudogene 19	ENSG00000237628
HGNC:52149	MT-CO2 pseudogene 20	ENSG00000231576
HGNC:52150	MT-CO2 pseudogene 21	ENSG00000236689
HGNC:52151	MT-CO2 pseudogene 22	ENSG00000270225
HGNC:52152	MT-CO2 pseudogene 23	ENSG00000235803
HGNC:52153	MT-CO2 pseudogene 24	ENSG00000249990
HGNC:52154	MT-CO2 pseudogene 25	ENSG00000230654
HGNC:52155	MT-CO2 pseudogene 26	
HGNC:52156	MT-CO2 pseudogene 27	ENSG00000230321
HGNC:52157	MT-CO2 pseudogene 28	
HGNC:52158	MT-CO2 pseudogene 29	ENSG00000243257
HGNC:52159	MT-CO2 pseudogene 30	ENSG00000250808
HGNC:52160	MT-CO2 pseudogene 31	ENSG00000217160
HGNC:52161	MT-CO2 pseudogene 32	ENSG00000248951
HGNC:52162	MT-CO2 pseudogene 33	ENSG00000217083
HGNC:52316	MT-CO2 pseudogene 34	ENSG00000232198
HGNC:31342	MT-CO3 pseudogene 1	ENSG00000235040
HGNC:39681	MT-CO3 pseudogene 2	ENSG00000232102
HGNC:52080	MT-CO3 pseudogene 3	
HGNC:52079	MT-CO3 pseudogene 4	ENSG00000228851
HGNC:52123	MT-CO3 pseudogene 5	ENSG00000225476
HGNC:52036	MT-CO3 pseudogene 6	
HGNC:52037	MT-CO3 pseudogene 7	ENSG00000249997
HGNC:52038	MT-CO3 pseudogene 8	ENSG00000233385
HGNC:52039	MT-CO3 pseudogene 9	ENSG00000249698
HGNC:52040	MT-CO3 pseudogene 10	ENSG00000231537
HGNC:52041	MT-CO3 pseudogene 11	ENSG00000237711
HGNC:52042	MT-CO3 pseudogene 12	ENSG00000198744
HGNC:52043	MT-CO3 pseudogene 13	ENSG00000264316
HGNC:52044	MT-CO3 pseudogene 14	
HGNC:52045	MT-CO3 pseudogene 15	ENSG00000254895
HGNC:52046	MT-CO3 pseudogene 16	ENSG00000227736
HGNC:52047	MT-CO3 pseudogene 17	ENSG00000237542
HGNC:52048	MT-CO3 pseudogene 18	ENSG00000227661
HGNC:52049	MT-CO3 pseudogene 19	ENSG00000224471
HGNC:52122	MT-CO3 pseudogene 20	ENSG00000225557
HGNC:52083	MT-CO3 pseudogene 21	ENSG00000232752
HGNC:52125	MT-CO3 pseudogene 22	ENSG00000270388
HGNC:52126	MT-CO3 pseudogene 23	ENSG00000259651
HGNC:52127	MT-CO3 pseudogene 24	ENSG00000262158
HGNC:52128	MT-CO3 pseudogene 25	
HGNC:52129	MT-CO3 pseudogene 26	
HGNC:52130	MT-CO3 pseudogene 27	ENSG00000251430
HGNC:52131	MT-CO3 pseudogene 28	ENSG00000248328
HGNC:52132	MT-CO3 pseudogene 29	ENSG00000228069
HGNC:52133	MT-CO3 pseudogene 30	ENSG00000229080
HGNC:52134	MT-CO3 pseudogene 31	ENSG00000217044
HGNC:52135	MT-CO3 pseudogene 32	
HGNC:52136	MT-CO3 pseudogene 33	
HGNC:52137	MT-CO3 pseudogene 34	
HGNC:52138	MT-CO3 pseudogene 35	ENSG00000242836
HGNC:52139	MT-CO3 pseudogene 36	
HGNC:52140	MT-CO3 pseudogene 37	
HGNC:52141	MT-CO3 pseudogene 38	ENSG00000242456
HGNC:52142	MT-CO3 pseudogene 39	ENSG00000268736
HGNC:52143	MT-CO3 pseudogene 40	ENSG00000228046
HGNC:52144	MT-CO3 pseudogene 41	ENSG00000237466
HGNC:52145	MT-CO3 pseudogene 42	ENSG00000268391
HGNC:52146	MT-CO3 pseudogene 43	ENSG00000227788
HGNC:52147	MT-CO3 pseudogene 44	ENSG00000248654
HGNC:52148	MT-CO3 pseudogene 45	ENSG00000232128
HGNC:52165	MT-CO3 pseudogene 46	ENSG00000235761
HGNC:7423	mature T cell proliferation 1	ENSG00000214827
HGNC:38729	MT-CYB pseudogene 1	ENSG00000234179
HGNC:38807	MT-CYB pseudogene 2	ENSG00000217179
HGNC:39579	MT-CYB pseudogene 3	ENSG00000232373
HGNC:41923	MT-CYB pseudogene 4	ENSG00000220113
HGNC:51967	MT-CYB pseudogene 5	ENSG00000234671
HGNC:51974	MT-CYB pseudogene 6	ENSG00000230605
HGNC:51964	MT-CYB pseudogene 7	ENSG00000227789
HGNC:51965	MT-CYB pseudogene 8	ENSG00000233550
HGNC:51966	MT-CYB pseudogene 9	ENSG00000229935
HGNC:51961	MT-CYB pseudogene 10	ENSG00000233285
HGNC:51962	MT-CYB pseudogene 11	ENSG00000224288
HGNC:51963	MT-CYB pseudogene 12	ENSG00000226313
HGNC:51975	MT-CYB pseudogene 13	ENSG00000266529
HGNC:51960	MT-CYB pseudogene 14	ENSG00000238236
HGNC:51968	MT-CYB pseudogene 15	ENSG00000232154
HGNC:51969	MT-CYB pseudogene 16	ENSG00000251385
HGNC:51970	MT-CYB pseudogene 17	ENSG00000249247
HGNC:51976	MT-CYB pseudogene 18	ENSG00000244921
HGNC:51971	MT-CYB pseudogene 19	ENSG00000253504
HGNC:51973	MT-CYB pseudogene 20	ENSG00000254118
HGNC:51977	MT-CYB pseudogene 21	ENSG00000224747
HGNC:51979	MT-CYB pseudogene 22	ENSG00000270232
HGNC:51980	MT-CYB pseudogene 23	ENSG00000259671
HGNC:51983	MT-CYB pseudogene 24	ENSG00000236232
HGNC:51991	MT-CYB pseudogene 25	
HGNC:51992	MT-CYB pseudogene 26	
HGNC:51993	MT-CYB pseudogene 27	ENSG00000259012
HGNC:51994	MT-CYB pseudogene 28	ENSG00000260161
HGNC:51995	MT-CYB pseudogene 29	ENSG00000224880
HGNC:51996	MT-CYB pseudogene 30	
HGNC:51997	MT-CYB pseudogene 31	ENSG00000226579
HGNC:52174	MT-CYB pseudogene 32	ENSG00000229794
HGNC:52301	MT-CYB pseudogene 33	ENSG00000263241
HGNC:52302	MT-CYB pseudogene 34	ENSG00000237129
HGNC:52303	MT-CYB pseudogene 35	ENSG00000251340
HGNC:52304	MT-CYB pseudogene 36	ENSG00000216853
HGNC:52305	MT-CYB pseudogene 37	ENSG00000248765
HGNC:52306	MT-CYB pseudogene 38	ENSG00000226414
HGNC:52307	MT-CYB pseudogene 39	ENSG00000226341
HGNC:52308	MT-CYB pseudogene 40	ENSG00000248931
HGNC:52309	MT-CYB pseudogene 41	ENSG00000254650
HGNC:52310	MT-CYB pseudogene 42	ENSG00000228803
HGNC:52311	MT-CYB pseudogene 43	ENSG00000250624
HGNC:52312	MT-CYB pseudogene 44	ENSG00000248282
HGNC:52313	MT-CYB pseudogene 45	ENSG00000224338
HGNC:29608	metadherin	ENSG00000147649
HGNC:52357	metadherin pseudogene 1	ENSG00000270948
HGNC:52358	metadherin pseudogene 2	ENSG00000269615
HGNC:52359	metadherin pseudogene 3	ENSG00000268433
HGNC:52360	metadherin pseudogene 4	ENSG00000268535
HGNC:52361	metadherin pseudogene 5	ENSG00000269575
HGNC:21463	mitochondrial transcription termination factor 1	ENSG00000127989
HGNC:30779	mitochondrial transcription termination factor 2	ENSG00000120832
HGNC:24258	mitochondrial transcription termination factor 3	ENSG00000156469
HGNC:28785	mitochondrial transcription termination factor 4	ENSG00000122085
HGNC:7428	metal regulatory transcription factor 1	ENSG00000188786
HGNC:29535	metal response element binding transcription factor 2	ENSG00000143033
HGNC:29666	mitochondrial methionyl-tRNA formyltransferase	ENSG00000103707
HGNC:26945	mitochondrial fission process 1	ENSG00000242114
HGNC:29510	mitochondrial fission regulator 1	ENSG00000066855
HGNC:28836	mitochondrial fission regulator 1 like	ENSG00000117640
HGNC:54981	MTFR1 pseudogene 1	ENSG00000231356
HGNC:21115	mitochondrial fission regulator 2	ENSG00000146410
HGNC:54773	MTFR2 pseudogene 1	ENSG00000233716
HGNC:54774	MTFR2 pseudogene 2	ENSG00000235647
HGNC:32159	mitochondrial ribosome associated GTPase 1	ENSG00000148824
HGNC:16239	mitochondrial ribosome associated GTPase 2	ENSG00000101181
HGNC:7429	symbol withdrawn, see [HGNC:8048](/data/gene-symbol-report/#!/hgnc_id/HGNC:8048)	
HGNC:7430	symbol withdrawn, see [HGNC:7432](/data/gene-symbol-report/#!/hgnc_id/HGNC:7432)	
HGNC:7431	symbol withdrawn, see [HGNC:7432](/data/gene-symbol-report/#!/hgnc_id/HGNC:7432)	
HGNC:7432	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	ENSG00000100714
HGNC:21055	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	ENSG00000120254
HGNC:7433	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 pseudogene 1	ENSG00000231831
HGNC:7434	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	ENSG00000065911
HGNC:31865	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	ENSG00000163738
HGNC:48859	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1	ENSG00000244681
HGNC:48860	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 2	ENSG00000217169
HGNC:48866	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 3	ENSG00000231112
HGNC:48862	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 4	ENSG00000251253
HGNC:48863	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 5	ENSG00000213530
HGNC:48864	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 6	ENSG00000249266
HGNC:48865	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 7	ENSG00000181260
HGNC:7435	symbol withdrawn, see [HGNC:7433](/data/gene-symbol-report/#!/hgnc_id/HGNC:7433)	
HGNC:7436	methylenetetrahydrofolate reductase	ENSG00000177000
HGNC:7437	methenyltetrahydrofolate synthetase	ENSG00000136371
HGNC:25778	methenyltetrahydrofolate synthetase domain containing	ENSG00000103248
HGNC:7441	mitochondrial translational initiation factor 2	ENSG00000085760
HGNC:14861	mitochondrial translational initiation factor 2 pseudogene 1	ENSG00000233432
HGNC:29788	mitochondrial translational initiation factor 3	ENSG00000122033
HGNC:7444	metallothionein-like 3, pseudogene	ENSG00000264697
HGNC:7445	symbol withdrawn, see [HGNC:16120](/data/gene-symbol-report/#!/hgnc_id/HGNC:16120)	
HGNC:27339	mitoregulin	ENSG00000175701
HGNC:7448	myotubularin 1	ENSG00000171100
HGNC:7449	myotubularin related protein 1	ENSG00000063601
HGNC:7450	myotubularin related protein 2	ENSG00000087053
HGNC:7451	myotubularin related protein 3	ENSG00000100330
HGNC:7452	myotubularin related protein 4	ENSG00000108389
HGNC:7453	myotubularin related protein 6	ENSG00000139505
HGNC:7454	myotubularin related protein 7	ENSG00000003987
HGNC:16825	myotubularin related protein 8	ENSG00000102043
HGNC:14596	myotubularin related protein 9	ENSG00000104643
HGNC:27920	myotubularin related protein 9 like, pseudogene	ENSG00000220785
HGNC:25999	myotubularin related protein 10	ENSG00000166912
HGNC:24307	myotubularin related protein 11	ENSG00000014914
HGNC:18191	myotubularin related protein 12	ENSG00000150712
HGNC:26190	myotubularin related protein 14	ENSG00000163719
HGNC:38728	MT-ND1 pseudogene 1	ENSG00000226529
HGNC:42051	MT-ND1 pseudogene 2	ENSG00000235646
HGNC:42052	MT-ND1 pseudogene 3	ENSG00000239648
HGNC:42053	MT-ND1 pseudogene 4	ENSG00000230764
HGNC:42104	MT-ND1 pseudogene 5	ENSG00000253795
HGNC:42103	MT-ND1 pseudogene 6	ENSG00000254346
HGNC:42102	MT-ND1 pseudogene 7	ENSG00000282321
HGNC:42100	MT-ND1 pseudogene 8	ENSG00000263177
HGNC:42099	MT-ND1 pseudogene 9	ENSG00000228995
HGNC:42097	MT-ND1 pseudogene 10	ENSG00000229088
HGNC:42060	MT-ND1 pseudogene 11	ENSG00000228166
HGNC:42061	MT-ND1 pseudogene 12	ENSG00000225433
HGNC:42096	MT-ND1 pseudogene 13	
HGNC:42063	MT-ND1 pseudogene 14	ENSG00000227225
HGNC:42064	MT-ND1 pseudogene 15	ENSG00000264168
HGNC:42065	MT-ND1 pseudogene 16	ENSG00000239586
HGNC:42095	MT-ND1 pseudogene 17	ENSG00000228122
HGNC:42067	MT-ND1 pseudogene 18	ENSG00000225276
HGNC:42094	MT-ND1 pseudogene 19	ENSG00000251449
HGNC:42069	MT-ND1 pseudogene 20	ENSG00000226794
HGNC:42070	MT-ND1 pseudogene 21	ENSG00000235940
HGNC:42093	MT-ND1 pseudogene 22	ENSG00000251407
HGNC:42092	MT-ND1 pseudogene 23	ENSG00000225972
HGNC:42073	MT-ND1 pseudogene 24	ENSG00000257858
HGNC:42091	MT-ND1 pseudogene 25	
HGNC:42075	MT-ND1 pseudogene 26	ENSG00000234576
HGNC:42076	MT-ND1 pseudogene 27	ENSG00000223921
HGNC:42077	MT-ND1 pseudogene 28	ENSG00000230158
HGNC:42078	MT-ND1 pseudogene 29	ENSG00000237722
HGNC:42079	MT-ND1 pseudogene 30	ENSG00000238047
HGNC:42080	MT-ND1 pseudogene 31	ENSG00000235170
HGNC:42081	MT-ND1 pseudogene 32	ENSG00000232282
HGNC:42082	MT-ND1 pseudogene 33	ENSG00000235539
HGNC:42090	MT-ND1 pseudogene 34	ENSG00000225514
HGNC:42088	MT-ND1 pseudogene 35	ENSG00000255055
HGNC:42086	MT-ND1 pseudogene 36	ENSG00000253245
HGNC:52314	MT-ND1 pseudogene 37	ENSG00000283456
HGNC:7457	MT-ND2 pseudogene 1	
HGNC:23767	MT-ND2 pseudogene 2	ENSG00000229954
HGNC:38727	MT-ND2 pseudogene 3	ENSG00000234850
HGNC:42105	MT-ND2 pseudogene 4	ENSG00000230252
HGNC:42106	MT-ND2 pseudogene 5	ENSG00000224354
HGNC:42107	MT-ND2 pseudogene 6	ENSG00000237309
HGNC:42141	MT-ND2 pseudogene 7	ENSG00000253970
HGNC:42109	MT-ND2 pseudogene 8	ENSG00000237257
HGNC:42110	MT-ND2 pseudogene 9	ENSG00000225901
HGNC:42140	MT-ND2 pseudogene 10	
HGNC:42112	MT-ND2 pseudogene 11	ENSG00000237124
HGNC:42113	MT-ND2 pseudogene 12	ENSG00000228725
HGNC:42114	MT-ND2 pseudogene 13	ENSG00000263914
HGNC:42115	MT-ND2 pseudogene 14	ENSG00000240796
HGNC:42116	MT-ND2 pseudogene 15	ENSG00000231152
HGNC:42117	MT-ND2 pseudogene 16	ENSG00000230818
HGNC:42118	MT-ND2 pseudogene 17	ENSG00000258239
HGNC:42119	MT-ND2 pseudogene 18	ENSG00000234939
HGNC:42120	MT-ND2 pseudogene 19	ENSG00000231567
HGNC:42121	MT-ND2 pseudogene 20	ENSG00000229701
HGNC:42122	MT-ND2 pseudogene 21	ENSG00000230950
HGNC:42123	MT-ND2 pseudogene 22	ENSG00000231954
HGNC:42124	MT-ND2 pseudogene 23	ENSG00000232631
HGNC:42125	MT-ND2 pseudogene 24	ENSG00000231947
HGNC:42126	MT-ND2 pseudogene 25	ENSG00000228182
HGNC:42127	MT-ND2 pseudogene 26	ENSG00000254565
HGNC:42128	MT-ND2 pseudogene 27	
HGNC:42129	MT-ND2 pseudogene 28	ENSG00000225630
HGNC:42130	MT-ND2 pseudogene 29	ENSG00000233595
HGNC:42131	MT-ND2 pseudogene 30	ENSG00000227937
HGNC:42132	MT-ND2 pseudogene 31	ENSG00000251252
HGNC:42139	MT-ND2 pseudogene 32	ENSG00000254090
HGNC:42134	MT-ND2 pseudogene 33	ENSG00000248907
HGNC:52065	MT-ND2 pseudogene 34	
HGNC:52066	MT-ND2 pseudogene 35	
HGNC:52067	MT-ND2 pseudogene 36	
HGNC:52068	MT-ND2 pseudogene 37	
HGNC:52069	MT-ND2 pseudogene 38	ENSG00000253828
HGNC:52070	MT-ND2 pseudogene 39	ENSG00000230130
